"","year","month","Geohash","Count.Date","X8.Peak.Hr.Vehicle.Volume","X8.Peak.Hr.Pedestrian.Volume","sum_acc_count","AvgAcceleration","AvgMonthlyVolume","PercentOfVehicles","PercentCar","PercentMPV","PercentLDT","PercentMDT","PercentOther","SeverityScore","IncidentsTotal","temp_chg","snow","rain","lat","lng","lat_error","lng_error"
"86",2007,"06","dpz978j",2016-12-10,20964,703,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,0,10.3,43.8141632080078,-79.2917633056641,0.0006866455078125,0.0006866455078125
"87",2007,"06","dpz90ks",2013-07-22,21076,1237,7,0.1809,606,0.005,0.0033,0.4983,0.1766,0.0017,0.3168,0.0437,30,16.5,0,10.3,43.7949371337891,-79.4359588623047,0.0006866455078125,0.0006866455078125
"88",2007,"06","dpz9h34",2016-12-10,23949,110,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,0,10.3,43.7757110595703,-79.2629241943359,0.0006866455078125,0.0006866455078125
"89",2007,"06","dpz2td7",2014-12-13,21477,1693,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,0,10.3,43.6946868896484,-79.5581817626953,0.0006866455078125,0.0006866455078125
"90",2007,"06","dpz2q3k",2014-05-03,25266,1833,2,NA,NA,NA,NA,NA,NA,NA,NA,0.0204,8,16.5,0,10.3,43.6452484130859,-79.5238494873047,0.0006866455078125,0.0006866455078125
"91",2007,"06","dpz8cw2",2015-12-02,27623,231,4,0.3712,910,0.3242,0.0288,0.2647,0.3112,0.0753,0.2458,0.0183,3,16.5,0,10.3,43.7606048583984,-79.3865203857422,0.0006866455078125,0.0006866455078125
"92",2007,"06","dpz2v7g",2014-04-26,24836,596,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,0,10.3,43.7468719482422,-79.5691680908203,0.0006866455078125,0.0006866455078125
"93",2007,"06","dpz9h25",2016-04-04,24054,677,5,0.4238,6512,0.0484,0.0399,0.2685,0.3519,0.0522,0.1923,NA,NA,16.5,0,10.3,43.7702178955078,-79.2615509033203,0.0006866455078125,0.0006866455078125
"94",2007,"06","dpz8f1w",2014-05-03,28979,352,7,0.3749,6754,0.0478,0.0337,0.2552,0.2457,0.0773,0.2384,0.0225,16,16.5,0,10.3,43.7345123291016,-79.3563079833984,0.0006866455078125,0.0006866455078125
"95",2007,"06","dpz90hj",2015-03-23,36119,3202,3,0.2795,1739,0.0932,0.0418,0.2146,0.2274,0.0545,0.3527,NA,NA,16.5,0,10.3,43.7921905517578,-79.4455718994141,0.0006866455078125,0.0006866455078125
"96",2007,"06","dpz83f8",2016-11-08,10374,7179,8,NA,NA,NA,NA,NA,NA,NA,NA,0.0055,3,16.5,0,10.3,43.6521148681641,-79.3755340576172,0.0006866455078125,0.0006866455078125
"97",2007,"06","dpz8byw",2016-05-18,38219,12257,2,NA,NA,NA,NA,NA,NA,NA,NA,0.0134,10,16.5,0,10.3,43.7619781494141,-79.4112396240234,0.0006866455078125,0.0006866455078125
"98",2007,"06","dpz83c0",2012-09-08,10520,2020,3,0.3289,11600,0.011,0.03245,0.17005,0.18605,0.07445,0.3459,NA,NA,16.5,0,10.3,43.6438751220703,-79.3755340576172,0.0006866455078125,0.0006866455078125
"99",2007,"06","dpz8bzv",2016-05-18,21274,11387,3,0.3456,328,0.0762,0.0306,0.3364,0.1743,0.0398,0.3516,NA,NA,16.5,0,10.3,43.7688446044922,-79.4126129150391,0.0006866455078125,0.0006866455078125
"100",2007,"06","dpz2rys",2015-04-23,9478,1265,3,0.5409,6890,0.089,0.0269,0.1826,0.3184,0.0558,0.3093,NA,NA,16.5,0,10.3,43.6740875244141,-79.4579315185547,0.0006866455078125,0.0006866455078125
"101",2007,"06","dpz95dq",2014-04-02,14814,654,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0974,21,16.5,0,10.3,43.7825775146484,-79.2903900146484,0.0006866455078125,0.0006866455078125
"102",2007,"06","dpz8ekt",2016-12-14,12213,246,2,0.38665,3240,0.081,0.0111,0.29225,0.21105,0.0793,0.31005,NA,NA,16.5,0,10.3,43.7070465087891,-79.3027496337891,0.0006866455078125,0.0006866455078125
"103",2007,"07","dpz837p",2016-11-10,30191,28927,9,0.5,12437,0.1046,0.0442,0.212,0.1088,0.0435,0.52,NA,NA,14,0,61.1,43.6548614501953,-79.3878936767578,0.0006866455078125,0.0006866455078125
"104",2007,"07","dpz2mxz",2014-12-16,10865,164,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,61.1,43.6809539794922,-79.5526885986328,0.0006866455078125,0.0006866455078125
"105",2007,"07","dpz2xt0",2011-08-04,19325,1220,3,0.3658,4026,0.1383,0.0197,0.156,0.2335,0.0475,0.39885,0.037,8,14,0,61.1,43.7097930908203,-79.4744110107422,0.0006866455078125,0.0006866455078125
"106",2007,"07","dpz83ek",2015-04-11,10925,34615,3,0.2911,4357,0.0693,0.0283,0.1823,0.1269,0.0415,0.5351,0.0283,7,14,0,61.1,43.6562347412109,-79.3810272216797,0.0006866455078125,0.0006866455078125
"107",2007,"07","dpz95mm",2012-10-30,13963,175,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,61.1,43.7990570068359,-79.3027496337891,0.0006866455078125,0.0006866455078125
"108",2007,"07","dpz2pxg",2016-10-04,18547,1446,3,NA,NA,NA,NA,NA,NA,NA,NA,0.0284,3,14,0,61.1,43.6370086669922,-79.4702911376953,0.0006866455078125,0.0006866455078125
"109",2007,"07","dpz86rw",2017-04-22,18115,14052,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,61.1,43.6795806884766,-79.3453216552734,0.0006866455078125,0.0006866455078125
"110",2007,"07","dpz831k",2016-09-17,11906,2667,3,NA,NA,NA,NA,NA,NA,NA,NA,0.0163,3,14,0,61.1,43.6452484130859,-79.4029998779297,0.0006866455078125,0.0006866455078125
"111",2007,"07","dpz866m",2013-05-27,10974,41,6,NA,NA,NA,NA,NA,NA,NA,NA,0.1833,57,14,0,61.1,43.6507415771484,-79.3466949462891,0.0006866455078125,0.0006866455078125
"112",2007,"07","dpz88nh",2013-06-18,26015,2862,4,0.397,1167,0.114,0.05,0.2016,0.2446,0.0577,0.3212,0.0236,17,14,0,61.1,43.7152862548828,-79.4469451904297,0.0006866455078125,0.0006866455078125
"113",2007,"07","dpz2we6",2016-07-04,15780,4089,2,NA,NA,NA,NA,NA,NA,NA,NA,0.0942,24,14,0,61.1,43.7001800537109,-79.5156097412109,0.0006866455078125,0.0006866455078125
"114",2007,"07","dpz8gee",2015-05-06,36985,2352,14,NA,NA,NA,NA,NA,NA,NA,NA,0.0668,17,14,0,61.1,43.7454986572266,-79.2945098876953,0.0006866455078125,0.0006866455078125
"115",2007,"07","dpz8gzm",2016-04-04,28790,1728,3,NA,NA,NA,NA,NA,NA,NA,NA,0.0131,4,14,0,61.1,43.7660980224609,-79.2807769775391,0.0006866455078125,0.0006866455078125
"116",2007,"07","dpz2xkv",2016-04-18,28931,6505,3,NA,NA,NA,NA,NA,NA,NA,NA,0.0676,19,14,0,61.1,43.7084197998047,-79.4785308837891,0.0006866455078125,0.0006866455078125
"117",2007,"07","dpz2uf5",2016-02-29,19690,2368,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,61.1,43.7372589111328,-79.5911407470703,0.0006866455078125,0.0006866455078125
"118",2007,"07","dpz2rgj",2017-01-12,12445,1648,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,61.1,43.6548614501953,-79.4565582275391,0.0006866455078125,0.0006866455078125
"119",2007,"07","dpz2qpv",2011-07-04,19243,639,3,0.4463,220,0.2136,0.0274,0.2009,0.3562,0.0548,0.2511,NA,NA,14,0,61.1,43.6809539794922,-79.5334625244141,0.0006866455078125,0.0006866455078125
"120",2007,"07","dpz8v7r",2014-10-22,26434,306,4,0.3668,79,0.0759,0.1013,0.1519,0.2785,0.0127,0.3417,NA,NA,14,0,61.1,43.7441253662109,-79.2121124267578,0.0006866455078125,0.0006866455078125
"121",2007,"07","dpz9n50",2016-02-27,9644,2498,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,61.1,43.7866973876953,-79.1887664794922,0.0006866455078125,0.0006866455078125
"122",2007,"07","dpz9h6z",2015-04-29,33357,743,2,0.4434,5079.33333333333,0.0777666666666667,0.0561666666666667,0.169466666666667,0.4129,0.0556333333333333,0.155833333333333,0.0368,28,14,0,61.1,43.7853240966797,-79.2560577392578,0.0006866455078125,0.0006866455078125
