,YEAR,MONTH,Ward_ID,IncidentsTotal_TP,Dark,Dawn,Daylight,Dusk,Inv_PED,Inv_CYC,Inv_AM,Inv_MC,Inv_TC,Speeding,Ag_Driv,Redlight,Alcohol,Disability,SeverityScore,IncidentsTotal_Geotab,AvgAcceleration,PercentOfVehicles,AvgMonthlyVolume,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,Daily_dif,Max_Temp,Min_Temp,Ave_Temp,Rain_vol,Snow_vol
16,2007,1,25,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,,0.0,,,,,,,,,,17.5,12.0,-20.9,-2.819354838709678,0.8294117647058822,0.7032258064516129
17,2007,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2007,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2007,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2007,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2007,1,29,11.0,7.0,0.0,4.0,0.0,3.0,0.0,11.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,,0.0,,,,,,,,,,17.5,12.0,-20.9,-2.819354838709678,0.8294117647058823,0.7032258064516129
22,2007,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2007,1,30,7.0,0.0,0.0,7.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,,,,,,,,,,17.5,12.0,-20.9,-2.819354838709678,0.8294117647058822,0.7032258064516129
24,2007,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2007,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2007,1,32,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,17.5,12.0,-20.9,-2.819354838709678,0.8294117647058823,0.703225806451613
27,2007,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2007,1,33,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,17.5,12.0,-20.9,-2.819354838709678,0.8294117647058824,0.7032258064516131
29,2007,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2007,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2007,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2007,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2007,1,37,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0819,150.0,,,,,,,,,,17.5,12.0,-20.9,-2.819354838709678,0.8294117647058823,0.703225806451613
34,2007,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2007,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2007,1,39,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,17.5,12.0,-20.9,-2.819354838709678,0.8294117647058823,0.703225806451613
37,2007,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2007,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2007,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2007,1,42,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,17.5,12.0,-20.9,-2.819354838709678,0.8294117647058823,0.703225806451613
41,2007,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2007,1,43,8.0,3.0,0.0,5.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,17.5,12.0,-20.9,-2.819354838709678,0.8294117647058822,0.7032258064516129
43,2007,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2007,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2007,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2007,2,2,12.0,12.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.7833333333333306,0.0,1.157142857142857
47,2007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2007,2,3,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.1571428571428573
49,2007,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2007,2,4,5.0,0.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.1571428571428573
51,2007,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2007,2,5,15.0,8.0,0.0,7.0,0.0,3.0,0.0,15.0,0.0,4.0,13.0,13.0,3.0,3.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.7833333333333306,0.0,1.1571428571428573
53,2007,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2007,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2007,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2007,2,8,10.0,7.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.157142857142857
57,2007,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2007,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2007,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2007,2,11,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.783333333333329,0.0,1.1571428571428573
61,2007,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2007,2,12,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.1571428571428573
63,2007,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2007,2,13,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.783333333333329,0.0,1.1571428571428573
65,2007,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2007,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2007,2,15,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.7833333333333306,0.0,1.1571428571428573
68,2007,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2007,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2007,2,17,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.783333333333329,0.0,1.1571428571428573
71,2007,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2007,2,18,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.1571428571428573
73,2007,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2007,2,19,15.0,13.0,0.0,2.0,0.0,5.0,0.0,15.0,0.0,0.0,5.0,13.0,8.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.7833333333333306,0.0,1.1571428571428573
75,2007,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2007,2,20,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.783333333333329,0.0,1.1571428571428573
77,2007,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2007,2,25,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.783333333333329,0.0,1.1571428571428573
79,2007,2,29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.1571428571428573
80,2007,2,32,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.1571428571428573
81,2007,2,35,8.0,0.0,0.0,8.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0055,6.0,,,,,,,,,,23.0,5.9,-20.9,-7.7833333333333306,0.0,1.1571428571428573
82,2007,2,37,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.1571428571428573
83,2007,2,38,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.7833333333333306,0.0,1.1571428571428573
84,2007,2,39,5.0,2.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.1571428571428573
85,2007,2,41,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.1571428571428573
86,2007,2,42,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.054000000000000006,6.0,,,,,,,,,,23.0,5.9,-20.9,-7.78333333333333,0.0,1.1571428571428573
87,2007,2,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2007,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2007,3,1,17.0,0.0,0.0,17.0,0.0,3.0,0.0,17.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.47419354838709693,0.6343750000000001,0.6999999999999998
90,2007,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2007,3,2,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
92,2007,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2007,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2007,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2007,3,5,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3573,0.0321,12154.0,0.0348,0.1669,0.2461,0.0844,0.1724,0.2954,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
96,2007,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2007,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2007,3,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
99,2007,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2007,3,8,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
101,2007,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2007,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2007,3,10,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999998,0.7000000000000001
104,2007,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2007,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2007,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2007,3,13,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7000000000000001
108,2007,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2007,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2007,3,15,5.0,2.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0368,58.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
111,2007,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2007,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2007,3,17,5.0,0.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
114,2007,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2007,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2007,3,19,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
117,2007,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2007,3,20,9.0,7.0,0.0,2.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.47419354838709676,0.6343749999999999,0.7000000000000001
119,2007,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2007,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2007,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2007,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2007,3,24,6.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7000000000000001
124,2007,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2007,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2007,3,26,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.6999999999999998
127,2007,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2007,3,27,13.0,7.0,0.0,6.0,0.0,9.0,0.0,13.0,0.0,4.0,4.0,9.0,2.0,4.0,0.0,,0.0,0.2897,0.0864,4632.0,0.0368,0.2136,0.1466,0.0584,0.0865,0.4581,20.0,20.0,-23.4,0.4741935483870969,0.6343750000000001,0.7
129,2007,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2007,3,28,5.0,0.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0158,6.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
131,2007,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2007,3,29,8.0,0.0,0.0,5.0,3.0,3.0,0.0,8.0,0.0,5.0,5.0,8.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7000000000000001
133,2007,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2007,3,30,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
135,2007,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2007,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2007,3,32,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
138,2007,3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2007,3,33,6.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7000000000000001
140,2007,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2007,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2007,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2007,3,36,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.7
144,2007,3,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2007,3,37,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.0,20.0,-23.4,0.4741935483870967,0.6343749999999999,0.6999999999999998
146,2007,3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2007,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2007,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2007,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2007,3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2007,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2007,4,1,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,8.0,0.0,2.0,0.0,,0.0,0.3065,0.039,5082.0,0.0151,0.16799999999999998,0.23930000000000004,0.0745,0.18480000000000002,0.3183,20.5,24.5,-8.0,6.30888888888889,2.101666666666667,0.12000000000000002
153,2007,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2007,4,2,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,,,,,,,,,,20.5,24.5,-8.0,6.308888888888892,2.101666666666667,0.12000000000000001
155,2007,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2007,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2007,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2007,4,5,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.5,24.5,-8.0,6.308888888888891,2.101666666666667,0.12000000000000002
159,2007,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2007,4,6,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3707,0.1165,103.0,0.0,0.2427,0.165,0.0291,0.4175,0.1457,20.5,24.5,-8.0,6.308888888888891,2.101666666666667,0.12000000000000002
161,2007,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2007,4,7,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.5,24.5,-8.0,6.308888888888891,2.101666666666667,0.12000000000000002
163,2007,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2007,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2007,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2007,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2007,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2007,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2007,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2007,4,14,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.039,155.0,,,,,,,,,,20.5,24.5,-8.0,6.308888888888891,2.101666666666667,0.12000000000000002
171,2007,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2007,4,15,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.5,24.5,-8.0,6.308888888888891,2.101666666666667,0.12000000000000004
173,2007,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2007,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2007,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2007,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2007,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2007,4,20,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,20.5,24.5,-8.0,6.308888888888891,2.101666666666667,0.12000000000000002
179,2007,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2007,4,21,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,,0.0,,,,,,,,,,20.5,24.5,-8.0,6.308888888888891,2.101666666666667,0.12000000000000001
181,2007,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2007,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
