Latitude,Longitude,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
43.7,-79.34,2007-09-04,2007,9,4,,21,,15,,18,,0,,0,,5,,0,,5,,0,,,,,
43.7,-79.34,2007-09-05,2007,9,5,,22.5,,16.5,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-06,2007,9,6,,31,,15.5,,23.3,,0,,5.3,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-07,2007,9,7,,31.5,,22,,26.8,,0,,8.8,,0,T,0,,0,T,0,,,,,
43.7,-79.34,2007-09-08,2007,9,8,,26.5,,19.5,,23,,0,,5,,3,,0,,3,,0,,,,,
43.7,-79.34,2007-09-09,2007,9,9,,19,,14,,16.5,,1.5,,0,,0.4,,0,,0.4,,0,,,,,
43.7,-79.34,2007-09-10,2007,9,10,,23,,12.5,,17.8,,0.2,,0,,3.2,,0,,3.2,,0,,,,,
43.7,-79.34,2007-09-11,2007,9,11,,22.5,,16,,19.3,,0,,1.3,,2.8,,0,,2.8,,0,,,,,
43.7,-79.34,2007-09-12,2007,9,12,,21.5,,11.5,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-13,2007,9,13,,21.5,,8,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-14,2007,9,14,,29,,13,,21,,0,,3,,7.8,,0,,7.8,,0,,,,,
43.7,-79.34,2007-09-15,2007,9,15,,15,,8.5,,11.8,,6.2,,0,,0,T,0,,0,T,0,,,,,
43.7,-79.34,2007-09-16,2007,9,16,,19.5,,4.5,,12,,6,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-17,2007,9,17,,20.5,,6,,13.3,,4.7,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-18,2007,9,18,,22,,9,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-19,2007,9,19,,25.5,,11,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-20,2007,9,20,,25,,15,,20,,0,,2,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-21,2007,9,21,,27.5,,13,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-22,2007,9,22,,26,,17.5,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-23,2007,9,23,,23,,10.5,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-24,2007,9,24,,27.5,,9.5,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-25,2007,9,25,,32,,15.5,,23.8,,0,,5.8,,3.6,,0,,3.6,,0,,,,,
43.7,-79.34,2007-09-26,2007,9,26,,23,,20,,21.5,,0,,3.5,,3,,0,,3,,0,,,,,
43.7,-79.34,2007-09-27,2007,9,27,,18.5,,13.5,,16,,2,,0,,0.2,,0,,0.2,,0,,,,,
43.7,-79.34,2007-09-28,2007,9,28,,20.5,,10.5,,15.5,,2.5,,0,,0.4,,0,,0.4,,0,,,,,
43.7,-79.34,2007-09-29,2007,9,29,,20,,11,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-09-30,2007,9,30,,22,,11,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-01,2007,10,1,,24.5,,13.5,,19,,0,,1,,1.7,,0,,1.7,,0,,,,,
43.7,-79.34,2007-10-02,2007,10,2,,19.5,,16.5,,18,,0,,0,,0.2,,0,,0.2,,0,,,,,
43.7,-79.34,2007-10-03,2007,10,3,,24,,17,,20.5,,0,,2.5,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-04,2007,10,4,,23,,10,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-05,2007,10,5,,25,,12.5,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-06,2007,10,6,,25,,17,,21,,0,,3,,18.6,,0,,18.6,,0,,,,,
43.7,-79.34,2007-10-07,2007,10,7,,17,,15.5,,16.3,,1.7,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-08,2007,10,8,,31,,15.5,,23.3,,0,,5.3,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-09,2007,10,9,,19.5,,15.5,,17.5,,0.5,,0,,2.2,,0,,2.2,,0,,,,,
43.7,-79.34,2007-10-10,2007,10,10,,18,,12.5,,15.3,,2.7,,0,,3,,0,,3,,0,,,,,
43.7,-79.34,2007-10-11,2007,10,11,,16.5,,9,,12.8,,5.2,,0,,0,T,0,,0,T,0,,,,,
43.7,-79.34,2007-10-12,2007,10,12,,13,,4.5,,8.8,,9.2,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-13,2007,10,13,,12.5,,5,,8.8,,9.2,,0,,0.2,,0,,0.2,,0,,,,,
43.7,-79.34,2007-10-14,2007,10,14,,14,,9,,11.5,,6.5,,0,,0,T,0,,0,T,0,,,,,
43.7,-79.34,2007-10-15,2007,10,15,,13.5,,6,,9.8,,8.2,,0,,0.2,,0,,0.2,,0,,,,,
43.7,-79.34,2007-10-16,2007,10,16,,12,,7,,9.5,,8.5,,0,,1.2,,0,,1.2,,0,,,,,
43.7,-79.34,2007-10-17,2007,10,17,,18,,10.5,,14.3,,3.7,,0,,0.2,,0,,0.2,,0,,,,,
43.7,-79.34,2007-10-18,2007,10,18,,19,,13,,16,,2,,0,,0.4,,0,,0.4,,0,,,,,
43.7,-79.34,2007-10-19,2007,10,19,,21,,15.5,,18.3,,0,,0.3,,0.5,,0,,0.5,,0,,,,,
43.7,-79.34,2007-10-20,2007,10,20,,18,,14,,16,,2,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-21,2007,10,21,,24.5,,11,,17.8,,0.2,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-22,2007,10,22,,23.5,,13,,18.3,,0,,0.3,,9.6,,0,,9.6,,0,,,,,
43.7,-79.34,2007-10-23,2007,10,23,,13,,9.5,,11.3,,6.7,,0,,6.6,,0,,6.6,,0,,,,,
43.7,-79.34,2007-10-24,2007,10,24,,15.5,,6.5,,11,,7,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-25,2007,10,25,,12,,5.5,,8.8,,9.2,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-26,2007,10,26,,14.5,,8,,11.3,,6.7,,0,,3,,0,,3,,0,,,,,
43.7,-79.34,2007-10-27,2007,10,27,,15.5,,12,,13.8,,4.2,,0,,0,T,0,,0,T,0,,,,,
43.7,-79.34,2007-10-28,2007,10,28,,10,,4,,7,,11,,0,,0,T,0,,0,T,0,,,,,
43.7,-79.34,2007-10-29,2007,10,29,,14,,-1.5,,6.3,,11.7,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-30,2007,10,30,,16,,5,,10.5,,7.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-10-31,2007,10,31,,17.5,,9,,13.3,,4.7,,0,,0.4,,0,,0.4,,0,,,,,
43.7,-79.34,2007-11-01,2007,11,1,,10.5,,6.5,,8.5,,9.5,,0,,0,T,0,,0,T,0,,,,,
43.7,-79.34,2007-11-02,2007,11,2,,10.5,,-1,,4.8,,13.2,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-11-03,2007,11,3,,14,,-0.5,,6.8,,11.2,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-11-04,2007,11,4,,12.5,,3,,7.8,,10.2,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-11-05,2007,11,5,,10,,0,,5,,13,,0,,5.6,,0,T,5.6,,0,,,,,
43.7,-79.34,2007-11-06,2007,11,6,,6.5,,3,,4.8,,13.2,,0,,1,,0,,1,,0,,,,,
43.7,-79.34,2007-11-07,2007,11,7,,4,,1,,2.5,,15.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-11-08,2007,11,8,,5.5,,-0.5,,2.5,,15.5,,0,,7,,0,,7,,0,,,,,
43.7,-79.34,2007-11-09,2007,11,9,,8,,2.5,,5.3,,12.7,,0,,2.2,,0,,2.2,,0,,,,,
43.7,-79.34,2007-11-10,2007,11,10,,7,,2,,4.5,,13.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-11-11,2007,11,11,,7.5,,-2,,2.8,,15.2,,0,,0.4,,0,,0.4,,0,,,,,
43.7,-79.34,2007-11-12,2007,11,12,,11.5,,6,,8.8,,9.2,,0,,4.4,,0,,4.4,,0,,,,,
43.7,-79.34,2007-11-13,2007,11,13,,12,,4,,8,,10,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-11-14,2007,11,14,,16,,6,,11,,7,,0,,0,T,0,,0,T,0,,,,,
43.7,-79.34,2007-11-15,2007,11,15,,8,,6,,7,,11,,0,,0,T,0,T,0,T,0,,,,,
43.7,-79.34,2007-11-16,2007,11,16,,3,,-0.5,,1.3,,16.7,,0,,0,,0,T,0,T,0,,,,,
43.7,-79.34,2007-11-17,2007,11,17,,3.5,,-2.5,,0.5,,17.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-11-18,2007,11,18,,4,,-3,,0.5,,17.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-11-19,2007,11,19,,8,,-1.5,,3.3,,14.7,,0,,8,,0,,8,,0,,,,,
43.7,-79.34,2007-11-20,2007,11,20,,11,,4.5,,7.8,,10.2,,0,,6,,0,,6,,0,,,,,
43.7,-79.34,2007-11-21,2007,11,21,,4.5,,3,,3.8,,14.2,,0,,28,,0.6,,28.6,,0,,,,,
43.7,-79.34,2007-11-22,2007,11,22,,-2,,-3,,-2.5,,20.5,,0,,0,,2.2,,2.2,,1,,,,,
43.7,-79.34,2007-11-23,2007,11,23,,-2.5,,-8.5,,-5.5,,23.5,,0,,0,,0,,0,,2,,,,,
43.7,-79.34,2007-11-24,2007,11,24,,2,,-9.5,,-3.8,,21.8,,0,,0,,0,,0,,2,,,,,
43.7,-79.34,2007-11-25,2007,11,25,,6,,-0.5,,2.8,,15.2,,0,,0,,0,,0,,2,,,,,
43.7,-79.34,2007-11-26,2007,11,26,,5,,3.5,,4.3,,13.7,,0,,12.2,,0.4,,12.6,,0,T,,,,
43.7,-79.34,2007-11-27,2007,11,27,,4.5,,0.5,,2.5,,15.5,,0,,0,T,0,T,0,T,0,T,,,,
43.7,-79.34,2007-11-28,2007,11,28,,6,,-7,,-0.5,,18.5,,0,,1.3,,0,,1.3,,0,T,,,,
43.7,-79.34,2007-11-29,2007,11,29,,5.5,,-0.5,,2.5,,15.5,,0,,0,,0,,0,,0,,,,,
43.7,-79.34,2007-11-30,2007,11,30,,3,,-4,,-0.5,,18.5,,0,,0,,0.2,,0.2,,0,,,,,
43.7,-79.34,2007-12-01,2007,12,1,,-2,,-10.5,,-6.3,,24.3,,0,,0,T,14.6,,14.6,,0,T,,,,
43.7,-79.34,2007-12-02,2007,12,2,,3.5,,-9,,-2.8,,20.8,,0,,17.2,,0,,17.2,,14,,,,,
43.7,-79.34,2007-12-03,2007,12,3,,-0.5,,-3.5,,-2,,20,,0,,0,,1.6,,1.6,,7,,,,,
43.7,-79.34,2007-12-04,2007,12,4,,-2.5,,-6,,-4.3,,22.3,,0,,0,,0,T,0,T,8,,,,,
43.7,-79.34,2007-12-05,2007,12,5,,-6,,-9,,-7.5,,25.5,,0,,0,,0,,0,,7,,,,,
43.7,-79.34,2007-12-06,2007,12,6,,-2,,-9.5,,-5.8,,23.8,,0,,0,,0,T,0,T,6,,,,,
43.7,-79.34,2007-12-07,2007,12,7,,1,,-6,,-2.5,,20.5,,0,,0,,0,T,0,T,6,,,,,
43.7,-79.34,2007-12-08,2007,12,8,,1,,-0.5,,0.3,,17.7,,0,,0,,0,T,0,T,6,,,,,
43.7,-79.34,2007-12-09,2007,12,9,,-2,,-5,,-3.5,,21.5,,0,,0,,1.2,,1.2,,6,,,,,
43.7,-79.34,2007-12-10,2007,12,10,,2.5,,-5,,-1.3,,19.3,,0,,0,,0,,0,,7,,,,,
43.7,-79.34,2007-12-11,2007,12,11,,2.5,,-2.5,,0,,18,,0,,10,,0.8,,10.8,,7,,,,,
43.7,-79.34,2007-12-12,2007,12,12,,2,,0,,1,,17,,0,,0,,0,T,0,T,7,,,,,
43.7,-79.34,2007-12-13,2007,12,13,,2,,-5.5,,-1.8,,19.8,,0,,0,,4.6,,4.6,,7,,,,,
43.7,-79.34,2007-12-14,2007,12,14,,2,,-3,,-0.5,,18.5,,0,,0,,0,T,0,T,10,,,,,
43.7,-79.34,2007-12-15,2007,12,15,,-2.5,,-13,,-7.8,,25.8,,0,,0,,11.2,,11.2,,9,,,,,
43.7,-79.34,2007-12-16,2007,12,16,,-4.5,,-9.5,,-7,,25,,0,,0,,20,,20,,19,,,,,
43.7,-79.34,2007-12-17,2007,12,17,,-2.5,,-10.5,,-6.5,,24.5,,0,,0,,0,T,0,T,36,,,,,
43.7,-79.34,2007-12-18,2007,12,18,,2,,-6,,-2,,20,,0,,0,,0,,0,,33,,,,,
43.7,-79.34,2007-12-19,2007,12,19,,3.5,,0,,1.8,,16.2,,0,,0.2,,0,,0.2,,30,,,,,
43.7,-79.34,2007-12-20,2007,12,20,,0,,-0.5,,-0.3,,18.3,,0,,0,,0,,0,,25,,,,,
43.7,-79.34,2007-12-21,2007,12,21,,3,,-3,,0,,18,,0,,0,,0,,0,,25,,,,,
43.7,-79.34,2007-12-22,2007,12,22,,5,,1,,3,,15,,0,,0.6,,0,,0.6,,23,,,,,
43.7,-79.34,2007-12-23,2007,12,23,,8,,2.5,,5.3,,12.7,,0,,21.2,,0.2,,21.4,,19,,,,,
43.7,-79.34,2007-12-24,2007,12,24,,-0.5,,-4.5,,-2.5,,20.5,,0,,0,,0,T,0,T,15,,,,,
43.7,-79.34,2007-12-25,2007,12,25,,0,,-1.5,,-0.8,,18.8,,0,,0,,0,,0,,15,,,,,
43.7,-79.34,2007-12-26,2007,12,26,,1,,-3,,-1,,19,,0,,0,,0,,0,,15,,,,,
43.7,-79.34,2007-12-27,2007,12,27,,2.5,,-1,,0.8,,17.2,,0,,0,,2.2,,2.2,,14,,,,,
